ST,state_county5,fips,lon,lat,den,r0.est,r0.est.cor,r0.l66.cor,r0.u66.cor,r0.pred,r0.pred.se,R0.pred,R0.pred.l66,R0.pred.u66
NY,NY_Essex County,36031,-73.689906,44.174474,7.43045973,0.113855075,0.140694613,0.100571807,0.185850687,0.129022584,0.02936966,2.408042759,2.001037476,2.874703542
NY,NY_Franklin Cou,36033,-74.344365,44.712835,11.37739793,0.113855075,0.140694613,0.100571807,0.185850687,0.126818282,0.030498041,2.375484871,1.958406713,2.856499684
NY,NY_Fulton Count,36035,-74.330346,43.059172,38.67466599,0.113855075,0.140694613,0.100571807,0.185850687,0.135412203,0.027103131,2.504324615,2.115079801,2.945266493
NY,NY_Genesee Coun,36037,-78.173095,42.999625,44.64524599,0.113855075,0.140694613,0.100571807,0.185850687,0.114632512,0.026495104,2.201470673,1.856683984,2.59288035
NY,NY_Greene Count,36039,-73.975873,42.299303,27.68102731,0.113855075,0.140694613,0.100571807,0.185850687,0.136433994,0.025467203,2.519986657,2.151069143,2.934675049
NY,NY_Hamilton Cou,36041,-74.385121,43.612034,0.943097455,0.113855075,0.140694613,0.100571807,0.185850687,0.118092828,0.028349962,2.249866692,1.876314578,2.677328948
NY,NY_Herkimer Cou,36043,-74.995034,43.070536,16.233137,0.113855075,0.140694613,0.100571807,0.185850687,0.127860233,0.027374352,2.390832896,2.011802402,2.821522853
NY,NY_Jefferson Co,36045,-75.89664,44.019125,22.83205295,0.113855075,0.140694613,0.100571807,0.185850687,0.124818971,0.028819841,2.346243662,1.954336178,2.794928711
NY,NYC.boroughs,36047,-73.92234482,40.72483488,6878.789355,0.332857034,0.327800415,0.287775282,0.365792709,0.22762976,0.029197933,4.238430328,3.615672802,4.935833015
NY,NY_Lewis County,36049,-75.449321,43.789217,7.870553224,0.113855075,0.140694613,0.100571807,0.185850687,0.121575714,0.02853607,2.299389456,1.917124798,2.736815483
NY,NY_Livingston C,36051,-77.7642,42.766358,37.92598398,0.113855075,0.140694613,0.100571807,0.185850687,0.112840799,0.026406323,2.176724737,1.83603434,2.56348764
NY,NY_Madison Coun,36053,-75.717386,42.984471,41.40282551,0.113855075,0.140694613,0.100571807,0.185850687,0.132042793,0.026699182,2.453197771,2.075466714,2.880639374
NY,NY_Monroe Count,36055,-77.619988,43.161503,209.6700386,0.010002597,0.087858287,0.059108036,0.112169113,0.137466835,0.025291921,2.535892952,2.167582113,2.949472437
NY,NY_Montgomery C,36057,-74.343088,42.933549,46.31246614,0.113855075,0.140694613,0.100571807,0.185850687,0.136693753,0.02685091,2.523979987,2.135792836,2.963082255
NY,NY_Nassau Count,36059,-73.602242,40.716587,1155.719807,0.139305503,0.189329501,0.148480377,0.229179511,0.216055244,0.033434921,3.982880992,3.307980907,4.753305147
NY,NYC.boroughs,36061,-73.92234482,40.72483488,6878.789355,0.332857034,0.327800415,0.287775282,0.365792709,0.22762976,0.029197933,4.238430328,3.615672802,4.935833015
NY,NY_Niagara Coun,36063,-78.852109,43.134704,70.88735482,0.113855075,0.140694613,0.100571807,0.185850687,0.122213227,0.026546727,2.308542906,1.95012645,2.71478374
NY,NY_Oneida Count,36065,-75.359106,43.147454,70.22996459,0.113855075,0.140694613,0.100571807,0.185850687,0.136797763,0.027329833,2.525580286,2.130715558,2.973207303
NY,NY_Onondaga Cou,36067,-76.167442,43.067188,220.6827661,0.042348454,0.159052661,0.130597482,0.188452979,0.129942159,0.0262787,2.421724233,2.053275579,2.838053817
NY,NY_Ontario Coun,36069,-77.260129,42.899374,63.98138112,0.113855075,0.140694613,0.100571807,0.185850687,0.119708017,0.026493891,2.272731221,1.919303477,2.673457692
NY,NY_Orange Count,36071,-74.243059,41.422034,177.2353937,0.034755307,0.12929362,0.094203307,0.158404571,0.155333608,0.024213935,2.823179323,2.43932899,3.250507905
NY,NY_Orleans Coun,36073,-78.223294,43.248317,19.05738375,0.113855075,0.140694613,0.100571807,0.185850687,0.109758767,0.026780463,2.134653432,1.794668129,2.521603896
NY,NY_Oswego Count,36075,-76.313145,43.391821,34.46205379,0.113855075,0.140694613,0.100571807,0.185850687,0.126333009,0.02697859,2.368362254,1.997190407,2.789498852
NY,NY_Otsego Count,36077,-75.060062,42.563531,22.62554564,0.113855075,0.140694613,0.100571807,0.185850687,0.130396174,0.026612335,2.428500703,2.054859488,2.851307555
NY,NY_Putnam Count,36079,-73.717247,41.411282,154.1460045,0.113855075,0.140694613,0.100571807,0.185850687,0.161087993,0.024214014,2.920694237,2.52675345,3.35875046
NY,NYC.boroughs,36081,-73.92234482,40.72483488,6878.789355,0.332857034,0.327800415,0.287775282,0.365792709,0.22762976,0.029197933,4.238430328,3.615672802,4.935833015
NY,NY_Rensselaer C,36083,-73.629889,42.699991,92.08633619,0.113855075,0.140694613,0.100571807,0.185850687,0.147351744,0.025700981,2.691974834,2.30046558,3.131468363
NY,NYC.boroughs,36085,-73.92234482,40.72483488,6878.789355,0.332857034,0.327800415,0.287775282,0.365792709,0.22762976,0.029197933,4.238430328,3.615672802,4.935833015
NY,NY_Rockland Cou,36087,-74.019039,41.127623,630.9577867,0.058240494,0.160585352,0.120718649,0.199163857,0.188088642,0.030412806,3.412114874,2.862572792,4.035926111
NY,NY_St. Lawrence,36089,-75.149708,44.651458,14.74286532,0.113855075,0.140694613,0.100571807,0.185850687,0.124794306,0.030364636,2.345884635,1.934534174,2.820257972
NY,NY_Saratoga Cou,36091,-73.785787,43.008801,105.1820803,0.113855075,0.140694613,0.100571807,0.185850687,0.146583614,0.026517999,2.67959412,2.277817098,3.132352136
NY,NY_Schenectady ,36093,-73.946182,42.809284,286.0200123,0.113855075,0.140694613,0.100571807,0.185850687,0.155413737,0.026055374,2.824520256,2.413031698,3.28636134
NY,NY_Schoharie Co,36095,-74.436027,42.642508,19.11394819,0.113855075,0.140694613,0.100571807,0.185850687,0.130867817,0.026426567,2.435555435,2.063525869,2.856129379
NY,NY_Schuyler Cou,36097,-76.869122,42.387815,19.86167125,0.113855075,0.140694613,0.100571807,0.185850687,0.117544131,0.026572715,2.242139237,1.891443869,2.640123599
NY,NY_Seneca Count,36099,-76.828521,42.827354,33.63030098,0.113855075,0.140694613,0.100571807,0.185850687,0.12062219,0.026558853,2.28575005,1.929934325,2.689219762
NY,NY_Steuben Coun,36101,-77.320329,42.266288,26.22617697,0.113855075,0.140694613,0.100571807,0.185850687,0.115020963,0.026689311,2.206863784,1.85905066,2.602038704
NY,NY_Suffolk Coun,36103,-73.113775,40.821924,240.2126989,0.11150128,0.157593936,0.123451909,0.189565878,0.179211201,0.025623024,3.244262222,2.794087939,3.746069088
NY,NY_Sullivan Cou,36105,-74.707459,41.700086,29.21412413,0.113855075,0.140694613,0.100571807,0.185850687,0.136391592,0.025188548,2.519335257,2.154290768,2.929149399
NY,NY_Tioga County,36107,-76.297151,42.12098,35.58968289,0.113855075,0.140694613,0.100571807,0.185850687,0.127592634,0.026213377,2.386884014,2.023397321,2.797706324
NY,NY_Tompkins Cou,36109,-76.477416,42.460259,80.24385188,0.113855075,0.140694613,0.100571807,0.185850687,0.131710238,0.026376128,2.448194683,2.075340721,2.869519492
NY,NY_Ulster Count,36111,-74.100745,41.841064,59.06279059,0.113855075,0.140694613,0.100571807,0.185850687,0.142663802,0.024902335,2.617078898,2.245197638,3.033457266
NY,NY_Warren Count,36113,-73.714626,43.396992,26.49791078,0.113855075,0.140694613,0.100571807,0.185850687,0.136693989,0.027574141,2.523983616,2.126009884,2.975652118
NY,NY_Washington C,36115,-73.458693,43.290255,27.93557148,0.113855075,0.140694613,0.100571807,0.185850687,0.139461788,0.027223927,2.566830197,2.168445114,3.017944746
NY,NY_Wayne County,36117,-77.126682,43.143734,25.08164297,0.113855075,0.140694613,0.100571807,0.185850687,0.114411907,0.026694474,2.198412332,1.851574902,2.592547017
NY,NY_Westchester ,36119,-73.804532,41.040536,746.7981097,0.096912624,0.164447876,0.124368438,0.203199798,0.192641622,0.028956095,3.500648629,2.965526592,4.103805157
NY,NY_Wyoming Coun,36121,-78.218884,42.725754,25.80075561,0.113855075,0.140694613,0.100571807,0.185850687,0.111055152,0.026437658,2.15227363,1.814196879,2.536293947
NY,NY_Yates County,36123,-77.078037,42.633657,25.86783934,0.113855075,0.140694613,0.100571807,0.185850687,0.116214507,0.026584079,2.223497323,1.8749346,2.619210128
NC,NC_Alamance Cou,37001,-79.414193,36.071263,150.523788,0.093276105,0.101979993,0.069962416,0.130738259,0.110018552,0.029688964,2.138175548,1.763454689,2.570660459
NC,NC_Alexander Co,37003,-81.191638,35.890299,54.98751216,0.093276105,0.101979993,0.069962416,0.130738259,0.094423012,0.029412015,1.934450497,1.591062337,2.331953289
NC,NC_Alleghany Co,37005,-81.105731,36.498332,18.25754332,0.093276105,0.101979993,0.069962416,0.130738259,0.088697201,0.029592196,1.863510813,1.528204182,2.252639961
NC,NC_Anson County,37007,-80.110145,34.972824,17.57106034,0.093276105,0.101979993,0.069962416,0.130738259,0.08884092,0.029446595,1.865266608,1.531237771,2.252613392
NC,"NC_Ashe County,",37009,-81.489759,36.415077,24.60844253,0.093276105,0.101979993,0.069962416,0.130738259,0.089214377,0.029489259,1.869835016,1.534711942,2.258492631
NC,NC_Avery County,37011,-81.943907,36.07632,27.42007383,0.093276105,0.101979993,0.069962416,0.130738259,0.087825806,0.029231325,1.852892251,1.522862619,2.235297565
NC,NC_Beaufort Cou,37013,-76.956571,35.519484,18.93994948,0.093276105,0.101979993,0.069962416,0.130738259,0.104756382,0.030589391,2.067690016,1.692451658,2.503308927
NC,NC_Bertie Count,37015,-76.968883,36.083776,9.869501984,0.093276105,0.101979993,0.069962416,0.130738259,0.102654521,0.029637662,2.040037033,1.679448425,2.456954754
NC,NC_Bladen Count,37017,-78.64109,34.607845,14.24113804,0.093276105,0.101979993,0.069962416,0.130738259,0.093153951,0.030808908,1.918551885,1.562444673,2.333806137
NC,NC_Brunswick Co,37019,-78.229195,34.03637,52.51420876,0.093276105,0.101979993,0.069962416,0.130738259,0.102449411,0.031436785,2.037353719,1.656973508,2.481070702
NC,NC_Buncombe Cou,37021,-82.550087,35.587674,152.7859031,0.093276105,0.101979993,0.069962416,0.130738259,0.098981596,0.0286437,1.992393484,1.649459846,2.387365732
NC,NC_Burke County,37023,-81.638347,35.730474,67.84958211,0.093276105,0.101979993,0.069962416,0.130738259,0.094434,0.029178758,1.934588596,1.593704378,2.32873429
NC,NC_Cabarrus Cou,37025,-80.612525,35.399234,228.95433,0.093276105,0.101979993,0.069962416,0.130738259,0.108463027,0.029325513,2.117151974,1.749544114,2.540862784
NC,NC_Caldwell Cou,37027,-81.503741,35.873614,66.89382703,0.093276105,0.101979993,0.069962416,0.130738259,0.095006125,0.029307123,1.941789412,1.598513292,2.338890505
NC,NC_Camden Count,37029,-76.19176,36.36267,13.72422182,0.093276105,0.101979993,0.069962416,0.130738259,0.110618086,0.029571285,2.146320792,1.771864976,2.57818377
NC,NC_Carteret Cou,37031,-76.804454,34.746773,19.84629408,0.093276105,0.101979993,0.069962416,0.130738259,0.103765742,0.031603194,2.054621313,1.669839784,2.503663028
NC,NC_Caswell Coun,37033,-79.361931,36.402606,20.36886322,0.093276105,0.101979993,0.069962416,0.130738259,0.095428614,0.029458763,1.947120066,1.601453941,2.347239627
NC,NC_Catawba Coun,37035,-81.245839,35.695409,148.9720946,0.093276105,0.101979993,0.069962416,0.130738259,0.102523732,0.0292832,2.03832569,1.681971167,2.449648582
NC,NC_Chatham Coun,37037,-79.236572,35.744124,40.54401812,0.093276105,0.101979993,0.069962416,0.130738259,0.09908996,0.029876785,1.993786839,1.636993805,2.407213859
NC,NC_Cherokee Cou,37039,-84.016472,35.106484,23.67127408,0.093276105,0.101979993,0.069962416,0.130738259,0.080038725,0.026700642,1.760052716,1.468705547,2.094040326
NC,NC_Chowan Count,37041,-76.626254,36.116754,23.0731119,0.093276105,0.101979993,0.069962416,0.130738259,0.109698056,0.029758053,2.133830958,1.758899191,2.56674173
NC,"NC_Clay County,",37043,-83.807512,35.035248,19.65689111,0.093276105,0.101979993,0.069962416,0.130738259,0.079270036,0.026814685,1.751086346,1.459759748,2.085313101
NC,NC_Cleveland Co,37045,-81.517017,35.292496,80.75317745,0.093276105,0.101979993,0.069962416,0.130738259,0.095392422,0.028869826,1.946662977,1.607468165,2.338149945
NC,NC_Columbus Cou,37047,-78.709221,34.27927,22.47362,0.093276105,0.101979993,0.069962416,0.130738259,0.095024289,0.030935535,1.942018358,1.581116925,2.362895793
NC,NC_Craven Count,37049,-77.038555,35.066758,51.76558714,0.093276105,0.101979993,0.069962416,0.130738259,0.109856897,0.031155791,2.135983345,1.744472784,2.591076747
NC,NC_Cumberland C,37051,-78.936138,35.056493,196.7208118,0.093276105,0.101979993,0.069962416,0.130738259,0.112892455,0.030366172,2.177435202,1.78931147,2.626494233
NC,NC_Currituck Co,37053,-76.00904,36.391946,20.39139097,0.093276105,0.101979993,0.069962416,0.130738259,0.114292543,0.029631631,2.196758893,1.814716352,2.637059162
NC,"NC_Dare County,",37055,-75.674875,35.907564,9.15044561,0.093276105,0.101979993,0.069962416,0.130738259,0.109834103,0.030615759,2.135674361,1.750484643,2.582257774
NC,NC_Davidson Cou,37057,-80.199539,35.853743,114.1725613,0.093276105,0.101979993,0.069962416,0.130738259,0.103838316,0.02967402,2.055576586,1.692421095,2.475398587
NC,NC_Davie County,37059,-80.52158,35.929813,61.98404217,0.093276105,0.101979993,0.069962416,0.130738259,0.097620116,0.029609379,1.974950838,1.623747147,2.381533143
NC,NC_Duplin Count,37061,-77.943354,34.936096,27.6872494,0.093276105,0.101979993,0.069962416,0.130738259,0.10078188,0.030931068,2.015638466,1.644052177,2.448235429
NC,NC_Durham Count,37063,-78.9062,35.989801,416.3662961,0.093276105,0.101979993,0.069962416,0.130738259,0.123449102,0.02967914,2.326366297,1.926256619,2.786459617
NC,NC_Edgecombe Co,37065,-77.656297,35.903736,39.22827383,0.093276105,0.101979993,0.069962416,0.130738259,0.106498092,0.029739556,2.090820605,1.722036276,2.516971347
NC,NC_Forsyth Coun,37067,-80.256625,36.106431,357.4745514,0.093276105,0.101979993,0.069962416,0.130738259,0.116291823,0.029679178,2.224578096,1.838186507,2.669750692
NC,NC_Franklin Cou,37069,-78.340858,36.047826,54.44916276,0.093276105,0.101979993,0.069962416,0.130738259,0.105843009,0.029503209,2.082097814,1.71722922,2.50331573
NC,NC_Gaston Count,37071,-81.156574,35.275594,238.2604598,0.093276105,0.101979993,0.069962416,0.130738259,0.106896855,0.028964292,2.096143978,1.735569383,2.511196983
NC,NC_Gates County,37073,-76.706157,36.46589,12.9158635,0.093276105,0.101979993,0.069962416,0.130738259,0.106941146,0.029029624,2.096735884,1.735326127,2.512877215
NC,NC_Graham Count,37075,-83.787962,35.330969,10.8056296,0.093276105,0.101979993,0.069962416,0.130738259,0.076365247,0.027248837,1.717521052,1.426305724,2.052626186
NC,NC_Granville Co,37077,-78.657114,36.223855,43.49078595,0.093276105,0.101979993,0.069962416,0.130738259,0.103113499,0.029344131,2.046051307,1.687947417,2.459449561
NC,NC_Greene Count,37079,-77.669536,35.468776,30.59223212,0.093276105,0.101979993,0.069962416,0.130738259,0.103826491,0.030409358,2.055420905,1.683965066,2.48638441
NC,NC_Guilford Cou,37081,-79.850251,36.065215,315.3328715,0.093276105,0.101979993,0.069962416,0.130738259,0.116239961,0.029710577,2.223853093,1.837180534,2.669422356
NC,NC_Halifax Coun,37083,-77.672949,36.353153,26.41552302,0.093276105,0.101979993,0.069962416,0.130738259,0.104665171,0.028859288,2.066484094,1.711114932,2.475582352
NC,NC_Harnett Coun,37085,-78.847096,35.359863,87.31180576,0.093276105,0.101979993,0.069962416,0.130738259,0.106056731,0.030214484,2.084940584,1.711530825,2.517486651
NC,NC_Haywood Coun,37087,-82.939915,35.517983,43.36435191,0.093276105,0.101979993,0.069962416,0.130738259,0.087169953,0.028289956,1.844930915,1.52584815,2.212970003
NC,NC_Henderson Co,37089,-82.472355,35.34095,120.9415075,0.093276105,0.101979993,0.069962416,0.130738259,0.096518482,0.028514747,1.960922954,1.623670263,2.349364235
NC,NC_Hertford Cou,37091,-77.009973,36.351304,25.33529401,0.093276105,0.101979993,0.069962416,0.130738259,0.108385503,0.029080527,2.116108346,1.751493145,2.535880529
NC,"NC_Hoke County,",37093,-79.177133,34.989624,54.3516351,0.093276105,0.101979993,0.069962416,0.130738259,0.100165596,0.030249002,2.007657898,1.644781703,2.428776002
NC,"NC_Hyde County,",37095,-76.208134,35.43421,1.338613038,0.093276105,0.101979993,0.069962416,0.130738259,0.097343827,0.031040108,1.971425472,1.605084554,2.398575335
NC,NC_Iredell Coun,37097,-80.869103,35.707328,118.2899764,0.093276105,0.101979993,0.069962416,0.130738259,0.101528924,0.029413493,2.025344789,1.66931109,2.436672702
NC,NC_Jackson Coun,37099,-83.202489,35.335275,34.31617498,0.093276105,0.101979993,0.069962416,0.130738259,0.08457904,0.027881726,1.813736886,1.503139809,2.17150329
NC,NC_Johnston Cou,37101,-78.411954,35.560263,101.5531861,0.093276105,0.101979993,0.069962416,0.130738259,0.109700289,0.030133164,2.133861205,1.754547552,2.572625136
NC,NC_Jones County,37103,-77.353062,35.027454,7.660390062,0.093276105,0.101979993,0.069962416,0.130738259,0.096712231,0.031074759,1.963384548,1.597845836,2.389751574
NC,"NC_Lee County, ",37105,-79.173135,35.459779,91.96864532,0.093276105,0.101979993,0.069962416,0.130738259,0.10528044,0.03004611,2.074629077,1.704588279,2.503015077
NC,NC_Lenoir Count,37107,-77.631874,35.262323,53.72165305,0.093276105,0.101979993,0.069962416,0.130738259,0.107584167,0.030690663,2.105343643,1.723587903,2.548389123
NC,NC_Lincoln Coun,37109,-81.178511,35.485027,108.2772706,0.093276105,0.101979993,0.069962416,0.130738259,0.099300266,0.029149245,1.996493101,1.647383513,2.399546145
NC,NC_McDowell Cou,37111,-82.021507,35.667958,39.57278292,0.093276105,0.101979993,0.069962416,0.130738259,0.089182888,0.028989777,1.869449495,1.539637531,2.250992749
NC,NC_Macon County,37113,-83.380756,35.157148,26.65339808,0.093276105,0.101979993,0.069962416,0.130738259,0.082248515,0.027493014,1.786025903,1.483159232,2.134419878
NC,NC_Madison Coun,37115,-82.638666,35.839078,18.59933644,0.093276105,0.101979993,0.069962416,0.130738259,0.083075032,0.028731113,1.795815998,1.478950885,2.162531484
NC,NC_Martin Count,37117,-77.100767,35.83274,18.71705793,0.093276105,0.101979993,0.069962416,0.130738259,0.104670661,0.030032228,2.066556665,1.69780412,2.493495462
NC,NC_Mecklenburg ,37119,-80.81662,35.223469,779.8423538,0.093276105,0.101979993,0.069962416,0.130738259,0.123145589,0.029066431,2.321979518,1.930132814,2.771309955
NC,NC_Mitchell Cou,37121,-82.114348,35.962278,26.00778071,0.093276105,0.101979993,0.069962416,0.130738259,0.08676296,0.02910475,1.840003708,1.513104222,2.218654473
NC,NC_Montgomery C,37123,-79.88204,35.338988,20.93703113,0.093276105,0.101979993,0.069962416,0.130738259,0.091374116,0.029737402,1.896423334,1.554908712,2.292741815
NC,NC_Moore County,37125,-79.44678,35.244618,55.14725868,0.093276105,0.101979993,0.069962416,0.130738259,0.099569842,0.030002402,1.999966159,1.640912472,2.416213577
NC,"NC_Nash County,",37127,-77.923901,35.947411,67.08548567,0.093276105,0.101979993,0.069962416,0.130738259,0.109266464,0.0296344,2.127991,1.755304815,2.558102973
NC,NC_New Hanover ,37129,-77.879277,34.211687,276.066433,0.093276105,0.101979993,0.069962416,0.130738259,0.119795018,0.031551714,2.273967779,1.857973938,2.757059167
NC,NC_Northampton ,37131,-77.434731,36.431948,13.67066999,0.093276105,0.101979993,0.069962416,0.130738259,0.102266123,0.028718734,2.034958169,1.685436896,2.437308496
NC,NC_Onslow Count,37133,-77.400612,34.741545,84.12503941,0.093276105,0.101979993,0.069962416,0.130738259,0.111209851,0.031356443,2.154383634,1.757887853,2.615537882
NC,NC_Orange Count,37135,-79.081244,35.978596,142.9063001,0.093276105,0.101979993,0.069962416,0.130738259,0.11073613,0.029713399,2.147927314,1.771582216,2.58225257
NC,NC_Pamlico Coun,37137,-76.775886,35.105356,8.677473306,0.093276105,0.101979993,0.069962416,0.130738259,0.100443312,0.03121746,2.011251185,1.637133905,2.447451155
NC,NC_Pasquotank C,37139,-76.246298,36.293502,53.12185574,0.093276105,0.101979993,0.069962416,0.130738259,0.118666152,0.029663346,2.257962564,1.867245868,2.707796285
NC,NC_Pender Count,37141,-77.836015,34.469476,26.10469111,0.093276105,0.101979993,0.069962416,0.130738259,0.10001429,0.031388213,2.005702257,1.630515636,2.443571858
NC,NC_Perquimans C,37143,-76.424403,36.181299,15.80206587,0.093276105,0.101979993,0.069962416,0.130738259,0.109053595,0.029758199,2.125115114,1.751381592,2.556719215
NC,NC_Person Count,37145,-78.970901,36.373422,37.73116337,0.093276105,0.101979993,0.069962416,0.130738259,0.101046403,0.029305765,2.019071326,1.665110163,2.427843254
NC,"NC_Pitt County,",37147,-77.381178,35.57917,106.5726324,0.093276105,0.101979993,0.069962416,0.130738259,0.115257156,0.030339218,2.210147899,1.817793921,2.663744585
NC,"NC_Polk County,",37149,-82.17545,35.258669,33.5383322,0.093276105,0.101979993,0.069962416,0.130738259,0.086923156,0.028615843,1.841941896,1.519864381,2.214071614
NC,NC_Randolph Cou,37151,-79.827981,35.766292,70.21798086,0.093276105,0.101979993,0.069962416,0.130738259,0.100884212,0.029764596,2.016965955,1.658167351,2.43227763
NC,NC_Richmond Cou,37153,-79.733496,34.943604,36.08656709,0.093276105,0.101979993,0.069962416,0.130738259,0.094826504,0.029807541,1.93952648,1.591148463,2.343552837
NC,NC_Robeson Coun,37155,-79.093867,34.674582,53.02928035,0.093276105,0.101979993,0.069962416,0.130738259,0.099847556,0.030430488,2.003548899,1.639248266,2.426736161
NC,NC_Rockingham C,37157,-79.772606,36.402247,61.39448207,0.093276105,0.101979993,0.069962416,0.130738259,0.101324485,0.029589687,2.022684975,1.665044767,2.436249647
NC,NC_Rowan County,37159,-80.521966,35.620395,104.7174855,0.093276105,0.101979993,0.069962416,0.130738259,0.101423137,0.029497313,2.023968138,1.667184824,2.436343683
NC,NC_Rutherford C,37161,-81.894978,35.348446,45.7260375,0.093276105,0.101979993,0.069962416,0.130738259,0.089980441,0.02880497,1.879232994,1.550016724,2.259649381
NC,NC_Sampson Coun,37163,-78.396164,35.033839,25.88831605,0.093276105,0.101979993,0.069962416,0.130738259,0.098461266,0.03064663,1.985713411,1.621594705,2.409309571
NC,NC_Scotland Cou,37165,-79.47868,34.786334,41.93115752,0.093276105,0.101979993,0.069962416,0.130738259,0.096683933,0.030054154,1.963024877,1.608636421,2.374306698
NC,NC_Stanly Count,37167,-80.247474,35.321525,59.97901182,0.093276105,0.101979993,0.069962416,0.130738259,0.097182589,0.029498843,1.969370338,1.620159253,2.37347462
NC,NC_Stokes Count,37169,-80.273917,36.35064,38.61103458,0.093276105,0.101979993,0.069962416,0.130738259,0.095858379,0.029663801,1.952554008,1.603897005,2.356497327
NC,NC_Surry County,37171,-80.656971,36.431314,51.53409387,0.093276105,0.101979993,0.069962416,0.130738259,0.096816065,0.029648459,1.964704748,1.614508428,2.370290981
NC,NC_Swain County,37173,-83.413457,35.438412,10.191547,0.093276105,0.101979993,0.069962416,0.130738259,0.077092477,0.027762344,1.725877328,1.428429001,2.068992088
NC,NC_Transylvania,37175,-82.745507,35.2102,34.88481235,0.093276105,0.101979993,0.069962416,0.130738259,0.085669733,0.028201192,1.826818762,1.511133307,2.190926162
NC,NC_Tyrrell Coun,37177,-76.238874,35.907144,2.582930999,0.093276105,0.101979993,0.069962416,0.130738259,0.101067647,0.030328563,2.019347222,1.653924217,2.443477394
NC,NC_Union County,37179,-80.619702,35.013609,144.7845821,0.093276105,0.101979993,0.069962416,0.130738259,0.10302005,0.028992045,2.04482569,1.690876183,2.452735616
NC,NC_Vance County,37181,-78.402101,36.331178,63.72076,0.093276105,0.101979993,0.069962416,0.130738259,0.107399733,0.029078079,2.102871983,1.740072521,2.520659945
NC,"NC_Wake County,",37183,-78.673074,35.797203,500.5865991,0.093276105,0.101979993,0.069962416,0.130738259,0.126488119,0.029855659,2.37063713,1.962370761,2.840119141
NC,NC_Warren Count,37185,-78.138543,36.409715,17.16462639,0.093276105,0.101979993,0.069962416,0.130738259,0.099891734,0.028823816,2.004119277,1.657590398,2.403487714
NC,NC_Washington C,37187,-76.649275,35.864206,10.53848992,0.093276105,0.101979993,0.069962416,0.130738259,0.104356629,0.030186562,2.062408791,1.692486532,2.49106221
NC,NC_Watauga Coun,37189,-81.685479,36.220299,69.35044486,0.093276105,0.101979993,0.069962416,0.130738259,0.095600171,0.029382993,1.949287833,1.604142855,2.348634774
NC,NC_Wayne County,37191,-77.988459,35.370731,85.39501041,0.093276105,0.101979993,0.069962416,0.130738259,0.109805952,0.030446359,2.135292821,1.752129167,2.57916768
NC,NC_Wilkes Count,37193,-81.134214,36.193059,34.75709458,0.093276105,0.101979993,0.069962416,0.130738259,0.091950814,0.029541006,1.903571824,1.563135126,2.298186941
NC,NC_Wilson Count,37195,-77.931323,35.726988,84.38248317,0.093276105,0.101979993,0.069962416,0.130738259,0.110688072,0.029981566,2.147273163,1.767870716,2.585698783
NC,NC_Yadkin Count,37197,-80.675351,36.163573,43.08742747,0.093276105,0.101979993,0.069962416,0.130738259,0.09484488,0.029627413,1.939757893,1.593295538,2.341201121
NC,NC_Yancey Count,37199,-82.292339,35.910155,22.27980332,0.093276105,0.101979993,0.069962416,0.130738259,0.085210664,0.028986525,1.821303829,1.498251817,2.195438712
ND,ND_Adams County,38001,-102.625989,46.032949,0.86521429,NA,NA,NA,NA,0.087343122,0.03611358,1.847030441,1.447407628,2.326476233
ND,ND_Barnes Count,38003,-98.033032,46.92752,2.657202643,NA,NA,NA,NA,0.095455711,0.035222953,1.947462339,1.540055371,2.432724286
ND,ND_Benson Count,38005,-99.146122,48.020822,1.832615221,NA,NA,NA,NA,0.092354884,0.036326311,1.908592792,1.496235193,2.402978445
ND,ND_Billings Cou,38007,-103.308303,47.016207,0.310630135,NA,NA,NA,NA,0.084229408,0.036691764,1.809558655,1.410697344,2.290020135
ND,ND_Bottineau Co,38009,-100.650317,48.820134,1.428583539,NA,NA,NA,NA,0.089800464,0.037026446,1.877021808,1.462984271,2.375611664
ND,ND_Bowman Count,38011,-103.396646,46.171185,1.000464492,NA,NA,NA,NA,0.087184802,0.036262598,1.845110876,1.444323488,2.326341683
ND,ND_Burke County,38013,-102.521915,48.771943,0.723088441,NA,NA,NA,NA,0.086369074,0.037274394,1.835244818,1.426089987,2.329178837
ND,ND_Burleigh Cou,38015,-100.761508,46.822761,22.13352641,NA,NA,NA,NA,0.102385254,0.036219972,2.036514947,1.603578357,2.55351225
ND,"ND_Cass County,",38017,-96.861406,46.860506,39.72896592,NA,NA,NA,NA,0.111008786,0.034378699,2.151641534,1.720560597,2.660400045
ND,ND_Cavalier Cou,38019,-98.41499,48.755612,0.961790508,NA,NA,NA,NA,0.090773962,0.036437672,1.889005983,1.47887297,2.3812702
ND,ND_Dickey Count,38021,-98.328185,46.087766,1.647533934,NA,NA,NA,NA,0.093732411,0.03483892,1.92578627,1.525989356,2.401350387
ND,ND_Divide Count,38023,-103.348927,48.874965,0.675403827,NA,NA,NA,NA,0.085545555,0.037383455,1.825325704,1.416854964,2.318853038
ND,"ND_Dunn County,",38025,-102.643252,47.332654,0.820270413,NA,NA,NA,NA,0.086969022,0.03676367,1.842497107,1.43714979,2.330470806
ND,"ND_Eddy County,",38027,-99.051857,47.707976,1.370587949,NA,NA,NA,NA,0.091678009,0.036139694,1.900187688,1.491189088,2.390204963
