ST,state_county5,fips,lon,lat,den,r0.est,r0.est.cor,r0.l66.cor,r0.u66.cor,r0.pred,r0.pred.se,R0.pred,R0.pred.l66,R0.pred.u66
AL,AL_Autauga Coun,1001,-86.494165,32.500389,35.68483475,0.052053199,0.082334,0.047950506,0.115913727,0.100143019,0.028568519,2.007365989,1.663250605,2.403428228
AL,AL_Baldwin Coun,1003,-87.762381,30.548923,42.51981489,0.052053199,0.082334,0.047950506,0.115913727,0.116898933,0.026951643,2.23307851,1.878825552,2.635889278
AL,AL_Barbour Coun,1005,-85.310038,31.844036,10.53660877,0.052053199,0.082334,0.047950506,0.115913727,0.092476471,0.027838098,1.910105618,1.587038166,2.281362892
AL,"AL_Bibb County,",1007,-87.127659,33.030921,13.82312619,0.052053199,0.082334,0.047950506,0.115913727,0.093895662,0.028688674,1.927831715,1.593182137,2.313884009
AL,AL_Blount Count,1009,-86.591491,33.955243,34.31449647,0.052053199,0.082334,0.047950506,0.115913727,0.090127765,0.028324116,1.881044487,1.556682202,2.254934263
AL,AL_Bullock Coun,1011,-85.701192,32.116327,6.228961457,0.052053199,0.082334,0.047950506,0.115913727,0.089494741,0.028157673,1.873270291,1.551729273,2.243662614
AL,AL_Butler Count,1013,-86.65355,31.773539,9.651678429,0.052053199,0.082334,0.047950506,0.115913727,0.097540885,0.028559658,1.973939377,1.634432057,2.364955933
AL,AL_Calhoun Coun,1015,-85.819442,33.72546,71.63077279,0.052053199,0.082334,0.047950506,0.115913727,0.093394893,0.02761496,1.921562634,1.59939153,2.291287836
AL,AL_Chambers Cou,1017,-85.266474,32.860439,21.28729472,0.052053199,0.082334,0.047950506,0.115913727,0.088771911,0.027271996,1.864423375,1.553456562,2.221113987
AL,AL_Cherokee Cou,1019,-85.629194,34.179333,16.85720794,0.052053199,0.082334,0.047950506,0.115913727,0.079813529,0.027211339,1.757422258,1.461244886,2.097855113
AL,AL_Chilton Coun,1021,-86.687406,32.877547,24.47736042,0.052053199,0.082334,0.047950506,0.115913727,0.096044715,0.028611374,1.954913643,1.617415853,2.343873467
AL,AL_Choctaw Coun,1023,-88.264164,32.016562,5.278079864,0.052053199,0.082334,0.047950506,0.115913727,0.102098171,0.02753679,2.032764941,1.696928429,2.417147207
AL,AL_Clarke Count,1025,-87.815673,31.685685,7.28125382,0.052053199,0.082334,0.047950506,0.115913727,0.103065732,0.027686684,2.045424747,1.706239012,2.433827868
AL,"AL_Clay County,",1027,-85.820227,33.272412,8.431743817,0.052053199,0.082334,0.047950506,0.115913727,0.083045212,0.027811323,1.79546206,1.488062372,2.149566904
AL,AL_Cleburne Cou,1029,-85.494315,33.62977,10.26054073,0.052053199,0.082334,0.047950506,0.115913727,0.079832391,0.027125187,1.757642463,1.462307731,2.096955524
AL,AL_Coffee Count,1031,-85.904715,31.354433,29.69691477,0.052053199,0.082334,0.047950506,0.115913727,0.102406306,0.028537076,2.03679015,1.68907777,2.436687176
AL,AL_Colbert Coun,1033,-87.685151,34.723385,34.19916906,0.052053199,0.082334,0.047950506,0.115913727,0.090322745,0.028609897,1.883444027,1.555717348,2.261733161
AL,AL_Conecuh Coun,1035,-86.996483,31.418674,5.464696976,0.052053199,0.082334,0.047950506,0.115913727,0.098349916,0.028327459,1.984286107,1.645956236,2.373415036
AL,AL_Coosa County,1037,-86.155035,32.975932,6.177884955,0.052053199,0.082334,0.047950506,0.115913727,0.085408062,0.028284096,1.823673662,1.50755783,2.188456631
AL,AL_Covington Co,1039,-86.410955,31.282449,13.70246509,0.052053199,0.082334,0.047950506,0.115913727,0.100210831,0.028614946,2.008242847,1.663489882,2.405122249
AL,AL_Crenshaw Cou,1041,-86.29708,31.743487,8.704056322,0.052053199,0.082334,0.047950506,0.115913727,0.09547228,0.028568068,1.947671642,1.611630615,2.334929812
AL,AL_Cullman Coun,1043,-86.831859,34.162362,42.8463318,0.052053199,0.082334,0.047950506,0.115913727,0.091465248,0.028394158,1.897551597,1.570198523,2.274883269
AL,"AL_Dale County,",1045,-85.641269,31.383346,33.73862931,0.052053199,0.082334,0.047950506,0.115913727,0.102248896,0.028370233,2.034733123,1.689184581,2.431833692
AL,AL_Dallas Count,1047,-87.034955,32.408815,14.45598757,0.052053199,0.082334,0.047950506,0.115913727,0.097947007,0.028594652,1.979128124,1.638532463,2.371422753
AL,AL_DeKalb Count,1049,-85.817208,34.45511,35.45774874,0.052053199,0.082334,0.047950506,0.115913727,0.083828826,0.02738838,1.804780659,1.500484771,2.154484007
AL,AL_Elmore Count,1051,-86.225647,32.559652,47.70554623,0.052053199,0.082334,0.047950506,0.115913727,0.100532424,0.028436571,2.012405222,1.669091444,2.407247262
AL,AL_Escambia Cou,1053,-87.282053,31.088737,14.84100358,0.052053199,0.082334,0.047950506,0.115913727,0.106097609,0.027916108,2.085484643,1.738449421,2.483007649
AL,AL_Etowah Count,1055,-86.025393,34.013693,71.94815463,0.052053199,0.082334,0.047950506,0.115913727,0.0925591,0.027775237,1.911134243,1.588608459,2.281644627
AL,AL_Fayette Coun,1057,-87.770355,33.726422,10.00068765,0.052053199,0.082334,0.047950506,0.115913727,0.090250287,0.028731478,1.882552047,1.553657058,2.262428741
AL,AL_Franklin Cou,1059,-87.793594,34.460481,18.7285238,0.052053199,0.082334,0.047950506,0.115913727,0.088570345,0.028721924,1.861962072,1.536008501,2.238598937
AL,AL_Geneva Count,1061,-85.788849,31.09426,17.51983281,0.052053199,0.082334,0.047950506,0.115913727,0.099463263,0.028588185,1.998592507,1.655439654,2.393657643
AL,AL_Greene Count,1063,-87.924,32.830505,4.74502996,0.052053199,0.082334,0.047950506,0.115913727,0.094394468,0.028360738,1.9340918,1.602148094,2.316346379
AL,"AL_Hale County,",1065,-87.626084,32.775804,8.616308106,0.052053199,0.082334,0.047950506,0.115913727,0.09591967,0.028510333,1.953329915,1.617153057,2.340586558
AL,AL_Henry County,1067,-85.268828,31.478593,11.68739715,0.052053199,0.082334,0.047950506,0.115913727,0.094618689,0.027957821,1.936910865,1.608975401,2.313771284
AL,AL_Houston Coun,1069,-85.391221,31.20455,70.27769666,0.052053199,0.082334,0.047950506,0.115913727,0.107496672,0.028252188,2.104170827,1.750788901,2.509476792
AL,AL_Jackson Coun,1071,-85.938698,34.731984,17.68951163,0.052053199,0.082334,0.047950506,0.115913727,0.078527201,0.027366796,1.742455049,1.446713388,2.082775751
AL,AL_Jefferson Co,1073,-86.814688,33.518601,226.2506085,0.052053199,0.082334,0.047950506,0.115913727,0.110714652,0.028588953,2.147634946,1.784574666,2.564366827
AL,AL_Lamar County,1075,-88.109649,33.762769,8.802722349,0.052053199,0.082334,0.047950506,0.115913727,0.090811841,0.028666646,1.889473475,1.560315611,2.269471307
AL,AL_Lauderdale C,1077,-87.608759,34.866179,49.80641163,0.052053199,0.082334,0.047950506,0.115913727,0.091888489,0.028510333,1.902798273,1.573486812,2.282563834
AL,AL_Lawrence Cou,1079,-87.272414,34.543683,17.7015557,0.052053199,0.082334,0.047950506,0.115913727,0.085411478,0.02846597,1.823714693,1.505708658,2.191016307
AL,"AL_Lee County, ",1081,-85.345833,32.588092,103.198413,0.052053199,0.082334,0.047950506,0.115913727,0.102981349,0.027559079,2.044318275,1.706732273,2.430656791
AL,AL_Limestone Co,1083,-86.938972,34.815612,62.90563175,0.052053199,0.082334,0.047950506,0.115913727,0.090838705,0.028034537,1.889805076,1.567344451,2.260892294
AL,AL_Lowndes Coun,1085,-86.618688,32.162415,5.178980339,0.052053199,0.082334,0.047950506,0.115913727,0.092366222,0.028592165,1.908733825,1.577734304,2.290552063
AL,AL_Macon County,1087,-85.715007,32.425739,11.37486134,0.052053199,0.082334,0.047950506,0.115913727,0.090362651,0.028063843,1.883935434,1.561951918,2.25457569
AL,AL_Madison Coun,1089,-86.613232,34.746392,177.1221995,0.052053199,0.082334,0.047950506,0.115913727,0.099075338,0.027828859,1.993598776,1.659583812,2.376747575
AL,AL_Marengo Coun,1091,-87.800648,32.340479,7.409595596,0.052053199,0.082334,0.047950506,0.115913727,0.099142587,0.028186934,1.994463786,1.656338044,2.383006126
AL,AL_Marion Count,1093,-87.8743,34.111797,15.42548702,0.052053199,0.082334,0.047950506,0.115913727,0.090162941,0.028761351,1.881477219,1.552413468,2.261614955
AL,AL_Marshall Cou,1095,-86.293279,34.311974,59.95510828,0.052053199,0.082334,0.047950506,0.115913727,0.090488076,0.027904894,1.885480533,1.564984604,2.254102226
AL,AL_Mobile Count,1097,-88.170637,30.683993,97.03623568,0.025838243,0.138172972,0.110551831,0.165485061,0.121827183,0.026294802,2.302996767,1.94843103,2.704432603
AL,AL_Monroe Count,1099,-87.360894,31.505611,7.737188738,0.052053199,0.082334,0.047950506,0.115913727,0.101642864,0.028025529,2.026828339,1.686227649,2.417645002
AL,AL_Montgomery C,1101,-86.243797,32.346175,109.334304,0.052053199,0.082334,0.047950506,0.115913727,0.108853949,0.028482413,2.122420575,1.763945749,2.533879435
AL,AL_Morgan Count,1103,-86.930781,34.514252,77.13079257,0.052053199,0.082334,0.047950506,0.115913727,0.094237707,0.02826,1.932122755,1.601539301,2.312636393
AL,AL_Perry County,1105,-87.369219,32.581066,4.757691364,0.052053199,0.082334,0.047950506,0.115913727,0.093259442,0.028548674,1.919869629,1.587819378,2.302723114
AL,AL_Pickens Coun,1107,-88.066472,33.292973,8.645107747,0.052053199,0.082334,0.047950506,0.115913727,0.094232603,0.02849485,1.932058669,1.598933766,2.315946298
AL,"AL_Pike County,",1109,-85.948647,31.787277,19.02161355,0.052053199,0.082334,0.047950506,0.115913727,0.097976697,0.028435014,1.979507853,1.640627307,2.369516309
AL,AL_Randolph Cou,1111,-85.427266,33.257607,15.01841453,0.052053199,0.082334,0.047950506,0.115913727,0.084255074,0.02723062,1.809865116,1.506526468,2.158149889
AL,AL_Russell Coun,1113,-85.062843,32.421972,34.56513481,0.052053199,0.082334,0.047950506,0.115913727,0.094812235,0.027273249,1.939346797,1.61857284,2.306706563
AL,AL_St. Clair Co,1115,-86.369107,33.660628,52.87267264,0.052053199,0.082334,0.047950506,0.115913727,0.094161556,0.028257616,1.931166781,1.600737938,2.311505773
AL,AL_Shelby Count,1117,-86.737978,33.290719,103.8230617,0.052053199,0.082334,0.047950506,0.115913727,0.104239195,0.028591567,2.060859308,1.709305866,2.465083091
AL,AL_Sumter Count,1119,-88.232646,32.57442,5.253285185,0.052053199,0.082334,0.047950506,0.115913727,0.098263034,0.027949471,1.983172989,1.649189375,2.366596058
AL,AL_Talladega Co,1121,-86.169238,33.372083,40.61402555,0.052053199,0.082334,0.047950506,0.115913727,0.093270577,0.028170259,1.920008765,1.592028153,2.297456397
AL,AL_Tallapoosa C,1123,-85.864503,32.85306,20.33899839,0.052053199,0.082334,0.047950506,0.115913727,0.091106855,0.028049405,1.893117489,1.570052587,2.26490085
AL,AL_Tuscaloosa C,1125,-87.520229,33.214154,59.78592075,0.052053199,0.082334,0.047950506,0.115913727,0.10417233,0.028679786,2.059977451,1.70753449,2.465405774
AL,AL_Walker Count,1127,-87.253922,33.834858,30.45293697,0.052053199,0.082334,0.047950506,0.115913727,0.093434182,0.028691282,1.922053925,1.588166205,2.307281173
AL,AL_Washington C,1129,-88.18612,31.410368,5.790357739,0.052053199,0.082334,0.047950506,0.115913727,0.105381414,0.026995803,2.075968106,1.740813588,2.458236745
AL,AL_Wilcox Count,1131,-87.380407,31.999753,4.413066938,0.052053199,0.082334,0.047950506,0.115913727,0.096710094,0.028292427,1.963357381,1.628220766,2.348916781
AL,AL_Winston Coun,1133,-87.415693,34.163824,14.43772946,0.052053199,0.082334,0.047950506,0.115913727,0.087402899,0.028674281,1.847755606,1.52426467,2.221578651
AZ,AZ_Apache Count,4001,-109.41484,35.577687,2.473953565,0.034196366,0.088498502,0.05747317,0.119700832,0.100157633,0.02978282,2.007554936,1.649870265,2.421698803
AZ,AZ_Cochise Coun,4003,-110.063053,31.607357,7.817369188,0.034196366,0.088498502,0.05747317,0.119700832,0.083833165,0.030360802,1.804832358,1.470070101,2.195394117
AZ,AZ_Coconino Cou,4005,-111.590056,35.514426,2.9683132,0.034196366,0.088498502,0.05747317,0.119700832,0.08035863,0.030558899,1.763794645,1.433102981,2.150397855
AZ,"AZ_Gila County,",4007,-111.007494,33.82356,4.348590988,0.034196366,0.088498502,0.05747317,0.119700832,0.076014372,0.0288801,1.713500491,1.406730889,2.069516737
AZ,AZ_Graham Count,4009,-109.812181,32.86733,3.230665843,0.034196366,0.088498502,0.05747317,0.119700832,0.08267121,0.029848246,1.791027585,1.463480037,2.172309043
AZ,AZ_Greenlee Cou,4011,-109.248712,32.970402,1.983822794,0.034196366,0.088498502,0.05747317,0.119700832,0.084970618,0.030415429,1.818425192,1.481109925,2.211941621
AZ,AZ_La Paz Count,4012,-114.172146,33.908361,1.805594222,0.034196366,0.088498502,0.05747317,0.119700832,0.061956149,0.029636594,1.558303705,1.266991201,1.89913091
AZ,AZ_Maricopa Cou,4013,-112.04143,33.493403,187.7347476,0.043217267,0.073523917,0.042864431,0.104009851,0.10909142,0.026191642,2.125625919,1.793736671,2.502350368
AZ,AZ_Mohave Count,4015,-114.249634,35.069679,6.08169573,0.034196366,0.088498502,0.05747317,0.119700832,0.069204863,0.029260384,1.636901949,1.337482711,1.985764449
AZ,AZ_Navajo Count,4017,-110.211155,34.893625,4.299901467,0.034196366,0.088498502,0.05747317,0.119700832,0.09006179,0.030177815,1.88023309,1.536382516,2.280294755
AZ,"AZ_Pima County,",4019,-110.96001,32.216707,44.00228822,0.022838459,0.093703829,0.058899716,0.125679418,0.09238028,0.03278131,1.908908702,1.533386347,2.351235244
AZ,AZ_Pinal County,4021,-111.588364,33.060133,33.24663391,0.034196366,0.088498502,0.05747317,0.119700832,0.079441643,0.027731843,1.753085,1.452237301,2.099843004
AZ,AZ_Santa Cruz C,4023,-110.943195,31.434733,14.49901073,0.034196366,0.088498502,0.05747317,0.119700832,0.082530992,0.029805065,1.789367212,1.46249729,2.169791931
AZ,AZ_Yavapai Coun,4025,-112.267767,34.629014,11.16738188,0.034196366,0.088498502,0.05747317,0.119700832,0.075564864,0.029420357,1.708360351,1.397035231,2.070717891
AZ,"AZ_Yuma County,",4027,-114.598663,32.65004,14.95538616,0.034196366,0.088498502,0.05747317,0.119700832,0.070591822,0.030249578,1.652284415,1.341242584,2.0164105
AR,AR_Arkansas Cou,5001,-91.461284,34.405316,6.530325887,0.013914636,0.05251859,0.021284635,0.083544125,0.085455748,0.029278368,1.824246496,1.497769455,2.202880328
AR,AR_Ashley Count,5003,-91.87136,33.179373,8.081268999,0.013914636,0.05251859,0.021284635,0.083544125,0.093552075,0.028350701,1.923528695,1.593121386,2.30408198
AR,AR_Baxter Count,5005,-92.383933,36.332208,27.59130151,0.013914636,0.05251859,0.021284635,0.083544125,0.082259851,0.029136877,1.786159901,1.466521646,2.156934636
AR,AR_Benton Count,5007,-94.230543,36.337348,122.9178897,0.013914636,0.05251859,0.021284635,0.083544125,0.09007781,0.028972666,1.880430089,1.549271862,2.263401937
AR,AR_Boone County,5009,-93.099344,36.267871,24.01316827,0.013914636,0.05251859,0.021284635,0.083544125,0.079953849,0.029199197,1.759060939,1.442644269,2.126458337
AR,AR_Bradley Coun,5011,-92.103312,33.569321,6.349975552,0.013914636,0.05251859,0.021284635,0.083544125,0.08874216,0.028730717,1.864059929,1.537724029,2.241137227
AR,AR_Calhoun Coun,5013,-92.495555,33.591116,3.167110828,0.013914636,0.05251859,0.021284635,0.083544125,0.083814841,0.028679253,1.804614023,1.48705383,2.171960815
AR,AR_Carroll Coun,5015,-93.570816,36.373069,17.05909932,0.013914636,0.05251859,0.021284635,0.083544125,0.076694289,0.029104762,1.721298056,1.411208148,2.081513487
AR,AR_Chicot Count,5017,-91.318378,33.32186,5.654087664,0.013914636,0.05251859,0.021284635,0.083544125,0.092711896,0.02835206,1.913037467,1.584035242,2.292061522
AR,AR_Clark County,5019,-93.124856,34.094705,9.763214179,0.013914636,0.05251859,0.021284635,0.083544125,0.082399997,0.028949195,1.787817127,1.469850922,2.156285517
AR,"AR_Clay County,",5021,-90.372418,36.370695,8.758271486,0.013914636,0.05251859,0.021284635,0.083544125,0.078573899,0.028740054,1.742996683,1.43344299,2.101723171
AR,AR_Cleburne Cou,5023,-92.037481,35.510232,16.25352254,0.013914636,0.05251859,0.021284635,0.083544125,0.082937058,0.02953864,1.794178835,1.469318548,2.171708261
AR,AR_Cleveland Co,5025,-92.139146,33.914989,5.129628168,0.013914636,0.05251859,0.021284635,0.083544125,0.08543293,0.02902603,1.823972377,1.50013831,2.199064375
AR,AR_Columbia Cou,5027,-93.247459,33.258045,11.80899643,0.013914636,0.05251859,0.021284635,0.083544125,0.086568968,0.027895968,1.837658731,1.523683198,2.199147203
AR,AR_Conway Count,5029,-92.70416,35.214487,14.20246638,0.013914636,0.05251859,0.021284635,0.083544125,0.081478713,0.029553752,1.77694461,1.454405121,2.151964316
AR,AR_Craighead Co,5031,-90.669325,35.835235,59.74417945,0.013914636,0.05251859,0.021284635,0.083544125,0.092085095,0.029170057,1.905239273,1.568529444,2.294797202
AR,AR_Crawford Cou,5033,-94.28436,35.496882,40.4204396,0.013914636,0.05251859,0.021284635,0.083544125,0.08134766,0.029106428,1.775402137,1.457596229,2.144090378
AR,AR_Crittenden C,5035,-90.217261,35.17736,29.07906884,0.013914636,0.05251859,0.021284635,0.083544125,0.089457382,0.029095264,1.87281226,1.541419327,2.256358004
AR,AR_Cross County,5037,-90.775307,35.252833,10.18574941,0.013914636,0.05251859,0.021284635,0.083544125,0.083405218,0.029320854,1.79973858,1.476301781,2.175147443
AR,AR_Dallas Count,5039,-92.527123,33.869213,4.049906549,0.013914636,0.05251859,0.021284635,0.083544125,0.08295141,0.028930299,1.794349071,1.475656746,2.163565664
AR,AR_Desha County,5041,-91.417485,33.773838,5.35220106,0.013914636,0.05251859,0.021284635,0.083544125,0.088923403,0.02882074,1.866274857,1.538684606,2.244953726
AR,"AR_Drew County,",5043,-91.781779,33.6274,8.417262082,0.013914636,0.05251859,0.021284635,0.083544125,0.090931443,0.028774952,1.890950148,1.560435892,2.27270817
AR,AR_Faulkner Cou,5045,-92.405359,35.104918,73.26487342,0.013914636,0.05251859,0.021284635,0.083544125,0.094029327,0.02956717,1.929507707,1.585137857,2.32849892
AR,AR_Franklin Cou,5047,-93.885464,35.446102,11.03691142,0.013914636,0.05251859,0.021284635,0.083544125,0.07504898,0.029289247,1.702475867,1.393280135,2.062165923
AR,AR_Fulton Count,5049,-91.764934,36.376787,7.765479911,0.013914636,0.05251859,0.021284635,0.083544125,0.076456261,0.029043554,1.718565151,1.40946788,2.077539092
AR,AR_Garland Coun,5051,-93.081852,34.505811,52.23604516,0.013914636,0.05251859,0.021284635,0.083544125,0.091206204,0.029263569,1.894345856,1.558159958,2.283575559
AR,AR_Grant County,5053,-92.412714,34.309174,11.13978261,0.013914636,0.05251859,0.021284635,0.083544125,0.085601664,0.029278785,1.82600022,1.499270799,2.204911777
AR,AR_Greene Count,5055,-90.523016,36.07312,30.18866561,0.013914636,0.05251859,0.021284635,0.083544125,0.086381342,0.029002254,1.835392891,1.510204469,2.211907485
AR,AR_Hempstead Co,5057,-93.623587,33.699647,11.21300425,0.013914636,0.05251859,0.021284635,0.083544125,0.081373099,0.028328649,1.775701469,1.465725074,2.133880963
AR,AR_Hot Spring C,5059,-92.894595,34.353464,20.95635886,0.013914636,0.05251859,0.021284635,0.083544125,0.086655026,0.029216351,1.838698721,1.51082314,2.218705658
AR,AR_Howard Count,5061,-93.910184,33.983198,8.56346512,0.013914636,0.05251859,0.021284635,0.083544125,0.076875987,0.028558487,1.723386467,1.418390582,2.076672014
AR,AR_Independence,5063,-91.607539,35.749801,18.92631731,0.013914636,0.05251859,0.021284635,0.083544125,0.08369922,0.029419486,1.803236841,1.47829545,2.180549078
AR,AR_Izard County,5065,-91.908429,36.120217,9.009506531,0.013914636,0.05251859,0.021284635,0.083544125,0.077733,0.029258481,1.733263244,1.419943527,2.097408733
AR,AR_Jackson Coun,5067,-91.246233,35.621102,10.06272374,0.013914636,0.05251859,0.021284635,0.083544125,0.081339654,0.029398301,1.775307939,1.454570372,2.147952158
AR,AR_Jefferson Co,5069,-92.041179,34.233473,28.23624823,0.013914636,0.05251859,0.021284635,0.083544125,0.092860745,0.029253346,1.914892925,1.57594521,2.307117697
AR,AR_Johnson Coun,5071,-93.475517,35.475272,15.02946144,0.013914636,0.05251859,0.021284635,0.083544125,0.078156512,0.029418786,1.738160157,1.422549658,2.105224739
AR,AR_Lafayette Co,5073,-93.557538,33.287629,4.691784836,0.013914636,0.05251859,0.021284635,0.083544125,0.079604565,0.02774686,1.754984115,1.453727218,2.102224953
AR,AR_Lawrence Cou,5075,-91.065733,36.070224,10.69293437,0.013914636,0.05251859,0.021284635,0.083544125,0.080112095,0.029149724,1.760910378,1.444726275,2.127928217
AR,"AR_Lee County, ",5077,-90.774516,34.785214,5.520103831,0.013914636,0.05251859,0.021284635,0.083544125,0.083097229,0.029228857,1.796079486,1.474100098,2.16965513
AR,AR_Lincoln Coun,5079,-91.746234,33.975379,8.788016365,0.013914636,0.05251859,0.021284635,0.083544125,0.088898949,0.029056425,1.865975895,1.535946474,2.247929
AR,AR_Little River,5081,-94.195995,33.700518,8.378868664,0.013914636,0.05251859,0.021284635,0.083544125,0.075174646,0.028158858,1.703907853,1.405567476,2.048938965
AR,AR_Logan County,5083,-93.768119,35.227532,11.32945511,0.013914636,0.05251859,0.021284635,0.083544125,0.076068964,0.029316678,1.714125567,1.402982777,2.076024191
AR,AR_Lonoke Count,5085,-91.970577,34.905178,35.27158619,0.013914636,0.05251859,0.021284635,0.083544125,0.090802303,0.029533802,1.889355754,1.551002442,2.281669826
AR,AR_Madison Coun,5087,-93.755297,36.061309,7.64519813,0.013914636,0.05251859,0.021284635,0.083544125,0.07264918,0.029223079,1.675307826,1.370674429,2.029817694
AR,AR_Marion Count,5089,-92.663368,36.28457,10.0652499,0.013914636,0.05251859,0.021284635,0.083544125,0.076025136,0.029186081,1.713623727,1.403833489,2.073711468
AR,AR_Miller Count,5091,-93.987504,33.400831,26.19736936,0.013914636,0.05251859,0.021284635,0.083544125,0.084206212,0.027795109,1.809281713,1.50018171,2.16520348
AR,AR_Mississippi ,5093,-89.999037,35.84288,17.06395672,0.013914636,0.05251859,0.021284635,0.083544125,0.083159617,0.028928096,1.796820231,1.477803257,2.166387002
AR,AR_Monroe Count,5095,-91.218021,34.777729,4.163210306,0.013914636,0.05251859,0.021284635,0.083544125,0.081671488,0.029375216,1.779215415,1.458152122,2.152158451
AR,AR_Montgomery C,5097,-93.622663,34.517013,4.335046937,0.013914636,0.05251859,0.021284635,0.083544125,0.074197445,0.029103226,1.692797014,1.386803875,2.048507813
AR,AR_Nevada Count,5099,-93.358085,33.722168,5.132021145,0.013914636,0.05251859,0.021284635,0.083544125,0.079602325,0.028467484,1.754958002,1.446456766,2.111862494
AR,AR_Newton Count,5101,-93.1705,35.98494,3.636178819,0.013914636,0.05251859,0.021284635,0.083544125,0.071153886,0.029349854,1.658549898,1.355131328,2.012033701
AR,AR_Ouachita Cou,5103,-92.838871,33.574461,12.20472365,0.013914636,0.05251859,0.021284635,0.083544125,0.087928804,0.028534114,1.854144925,1.531241606,2.226971176
AR,AR_Perry County,5105,-92.779271,34.999054,7.201825342,0.013914636,0.05251859,0.021284635,0.083544125,0.078672041,0.029517909,1.744135424,1.426680304,2.113477529
AR,AR_Phillips Cou,5107,-90.707796,34.529768,9.439414268,0.013914636,0.05251859,0.021284635,0.083544125,0.087154435,0.029081772,1.844742874,1.51741789,2.223800625
AR,"AR_Pike County,",5109,-93.624765,34.187298,6.740572893,0.013914636,0.05251859,0.021284635,0.083544125,0.077133263,0.028855836,1.726346913,1.417994477,2.084040672
AR,AR_Poinsett Cou,5111,-90.557998,35.60191,11.89904244,0.013914636,0.05251859,0.021284635,0.083544125,0.082587112,0.029211076,1.790031606,1.469091113,2.162422606
AR,"AR_Polk County,",5113,-94.258519,34.52045,8.937282305,0.013914636,0.05251859,0.021284635,0.083544125,0.073542658,0.028843513,1.685383413,1.382970459,2.036526932
AR,"AR_Pope County,",5115,-93.097238,35.309776,29.77507035,0.013914636,0.05251859,0.021284635,0.083544125,0.084158927,0.02950238,1.80871727,1.482146603,2.188030639
AR,AR_Prairie Coun,5117,-91.536241,34.859177,4.605959265,0.013914636,0.05251859,0.021284635,0.083544125,0.081120177,0.029471125,1.772727144,1.451625694,2.145956404
AR,AR_Pulaski Coun,5119,-92.311659,34.773719,187.2950857,0.013914636,0.05251859,0.021284635,0.083544125,0.104628256,0.02950296,2.065996184,1.70334538,2.484793396
AR,AR_Randolph Cou,5121,-90.98842,36.304758,10.56825007,0.013914636,0.05251859,0.021284635,0.083544125,0.079400416,0.028960175,1.752604673,1.439497312,2.115773048
AR,AR_St. Francis ,5123,-90.770297,35.015313,15.02121647,0.013914636,0.05251859,0.021284635,0.083544125,0.086693725,0.029292846,1.839166541,1.510430701,2.220313418
AR,AR_Saline Count,5125,-92.546163,34.593233,64.71342299,0.013914636,0.05251859,0.021284635,0.083544125,0.094929865,0.029414515,1.940828412,1.596521733,2.339342663
AR,AR_Scott County,5127,-94.095905,34.907145,4.419655287,0.013914636,0.05251859,0.021284635,0.083544125,0.070778235,0.029100266,1.654360375,1.353929155,2.003948413
AR,AR_Searcy Count,5129,-92.659155,35.922829,4.551377425,0.013914636,0.05251859,0.021284635,0.083544125,0.073592703,0.029406896,1.685949143,1.378001911,2.04455754
AR,AR_Sebastian Co,5131,-94.354435,35.318195,90.38080212,0.013914636,0.05251859,0.021284635,0.083544125,0.087518645,0.029055675,1.849160376,1.52148898,2.228530401
AR,AR_Sevier Count,5133,-94.304091,34.014236,11.29456572,0.013914636,0.05251859,0.021284635,0.083544125,0.075145096,0.028449672,1.703571035,1.4024255,2.052372197
AR,AR_Sharp County,5135,-91.520168,36.178493,11.10570579,0.013914636,0.05251859,0.021284635,0.083544125,0.079320163,0.029165899,1.75166998,1.436639614,2.117462151
AR,AR_Stone County,5137,-92.137,35.856705,7.922605004,0.013914636,0.05251859,0.021284635,0.083544125,0.077581438,0.029427434,1.731513366,1.416774992,2.097641228
AR,AR_Union County,5139,-92.64508,33.20687,14.15175182,0.013914636,0.05251859,0.021284635,0.083544125,0.092085237,0.028214126,1.905241043,1.578776921,2.281146209
AR,AR_Van Buren Co,5141,-92.421475,35.567839,8.818896063,0.013914636,0.05251859,0.021284635,0.083544125,0.078492306,0.029535815,1.7420504,1.424718587,2.111302304
AR,AR_Washington C,5143,-94.172222,36.094275,96.59392055,0.013914636,0.05251859,0.021284635,0.083544125,0.0881568,0.029078711,1.856920153,1.527922203,2.237801707
AR,AR_White County,5145,-91.767388,35.243736,29.16903879,0.013914636,0.05251859,0.021284635,0.083544125,0.088328214,0.029546829,1.859008752,1.524816489,2.24679715
AR,AR_Woodruff Cou,5147,-91.252079,35.233191,4.107397636,0.013914636,0.05251859,0.021284635,0.083544125,0.079111205,0.029456638,1.749238062,1.431656871,2.118563643
AR,"AR_Yell County,",5149,-93.28946,35.120982,8.68361997,0.013914636,0.05251859,0.021284635,0.083544125,0.077048487,0.02944372,1.725370972,1.411358221,2.090742118
CA,CA_Alameda Coun,6001,-122.100393,37.705201,785.747831,0.087229707,0.070340539,0.039821278,0.095937783,0.086822336,0.029552977,1.840721908,1.509065692,2.225745615
CA,CA_Alpine Count,6003,-119.847603,38.728298,0.586506221,0.087229707,0.070340539,0.039821278,0.095937783,0.047481968,0.031979891,1.410149343,1.121837222,1.753320558
CA,CA_Amador Count,6005,-120.775729,38.394208,25.40019496,0.087229707,0.070340539,0.039821278,0.095937783,0.058363278,0.031243299,1.52044834,1.220620138,1.874641959
